"","ID","Gender","Gender_Code","Age","Shool_Year","School_Year_Code","Transfer","Transfer_Code","Student_Athlete","Student_Athlete_Code","Wealth_SR","GPA","ACT","Subjective_Well_Being","Positive_Affect","Negative_Affect","Relationship_Confidence","Exercise","Academic_Motivation_Intrinsic","Academic_Motivation_Extrinsic","Academic_Motivation_Amotivation","Intelligence_Value","Raven_Score"
"164",21466903,"Female","1",30,"Post-bac","5","No",FALSE,"non-athlete",FALSE,3,3.5,31,5.5,3.2,2.4,4,5,5.5,4.17,2,2.67,0.25
"165",21452686,"Female","1",24,"Senior","4","Yes",TRUE,"non-athlete",FALSE,3,3.2,26,6.75,4.1,2.6,4.17,3,5.83,6,1,3.67,0.25
"166",21467886,"Female","1",22,"Senior","4","Yes",TRUE,"non-athlete",FALSE,2,3.1,21,3.5,2.5,2.4,2.86,3,4.83,7,1.5,3.33,0.25
"167",21441564,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,3,NA,NA,4.5,3.3,2.3,4.71,3,4,6.17,1,4,0.25
"168",21477686,"Female","1",19,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3.3,25,6.25,4.2,2.5,4.14,2,4.67,7,1,3.67,0.25
"169",21386273,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,3,3,21,4.75,2,3.6,1.86,1,4.83,6.6,1,3.67,0.25
"170",21468134,"Female","1",22,"Senior","4","No",FALSE,NA,NA,3,3.5,25,6,3.6,1.5,4.86,0,6.5,7,1,3.67,0.25
"171",21468439,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3,19,4,4.4,3.5,4,0,6.33,7,1.5,4.33,0.25
"172",21466714,"Female","1",21,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3.9,28,4,2.9,2.6,2,0,3.67,5.33,2,3.33,0.25
"173",21422223,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,1,3,26,5,4.1,2.5,5,0,5.83,5.83,1,4.33,0.25
"174",21441810,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,4,3.5,23,6,3.1,2,4.71,0,5.17,4.17,1,3,0.25
"175",21456925,"Male","2",20,"Junior","3","No",FALSE,"non-athlete",FALSE,3,2,27,6.5,3,1.2,5,0,2.5,4,6.5,4,0.25
"176",21468449,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,1,3.6,18,6.25,2.2,2,3.71,0,5.17,5.67,1,4.67,0.25
"177",21449552,"Female","1",18,"First-year","1","No",FALSE,"non-athlete",FALSE,3,3.5,23,4.5,3.2,2.4,3.29,0,4.67,7,1,4,0.25
"178",21468530,"Female","1",NA,"First-year","1","No",FALSE,"non-athlete",FALSE,1,2.7,20,5,2.7,2,4.57,0,4.17,6.17,1.5,3,0.25
"179",21416887,"Female","1",24,"Post-bac","5","No",FALSE,"non-athlete",FALSE,4,3.5,NA,4,3.3,2.7,3,NA,4.83,4.83,4.5,3.33,0.25
"180",21467152,"Female","1",21,"Junior","3","No",FALSE,"non-athlete",FALSE,4,3.9,32,5.5,3,2.2,4,NA,4.67,6.83,1.5,3.67,0.25
"181",21424910,"Male","2",23,"Senior","4","Yes",TRUE,"non-athlete",FALSE,3,3.2,20,5.75,3.4,1.9,3.86,2,3.33,5.17,6,3.67,0.166666666666667
"182",21446153,"Female","1",21,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3,24,2.75,3.2,3.33,2.71,95,5.67,6.5,1,4,0.142857142857143
"183",21475830,"Male","2",19,"First-year","1","No",FALSE,"non-athlete",FALSE,2,3,17,2.25,3,3.1,3.43,37,4.67,5.5,2.5,5,0.142857142857143
"184",21422182,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,5,3.8,33,6.75,5,1.5,4.71,259,7,7,1,3.67,0.125
"185",21442467,"Male","2",23,"Junior","3","No",FALSE,"non-athlete",FALSE,3,2.1,27,3.67,3.7,2.3,5,217,6.33,6,4.5,5,0.125
"186",21412253,"Female","1",20,"Junior","3","No",FALSE,"non-athlete",FALSE,3,2.9,22,3.5,3.6,1.4,3.86,171,4.83,7,1.5,4,0.125
"187",21470281,"Female","1",39,"Senior","4","Yes",TRUE,"non-athlete",FALSE,3,3.5,NA,6,3.4,1.3,3,100,3.17,4.17,1,2.67,0.125
"188",21418655,"Male","2",20,"First-year","1","No",FALSE,"non-athlete",FALSE,4,2.6,20,2.75,3.4,2.4,3,98,5.17,4.67,4.5,4.33,0.125
"189",21468831,"Female","1",24,"Senior","4","Yes",TRUE,"non-athlete",FALSE,3,3.9,23,4.75,2.78,3.2,3.14,95,3.33,4.67,1,3.33,0.125
"190",21470452,"Female","1",21,"Junior","3","No",FALSE,"non-athlete",FALSE,3,2.5,16,5,4.5,1.3,4,90,4.5,6.67,1,4,0.125
"191",21463316,"Female","1",18,"First-year","1","No",FALSE,"non-athlete",FALSE,2,3,17,2.5,3.6,3.8,2.57,77,5.17,5.67,1,2.67,0.125
"192",21468409,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,2,3.5,25,5.75,3.8,2.2,2.29,61,4.5,4.83,1,4,0.125
"193",21418434,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,2,3.9,22,5,4.3,1.8,3.57,61,7,6.17,1,3.67,0.125
"194",21456384,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,2,3.8,29,3.75,2.7,3.7,2.14,19,4.83,6.17,2,3.67,0.125
"195",21468922,"Male","2",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,2.6,19,3.5,4.4,2.4,1.71,16,4.83,4.67,1,3.67,0.125
"196",21470645,"Female","1",20,"Junior","3","No",FALSE,"non-athlete",FALSE,4,3.4,22,5.75,3.6,1.9,4.43,14,6.67,5,1,5,0.125
"197",21422497,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,3,3.5,23,7,4.7,1.2,4,5,5,6,1,5,0.125
"198",21469070,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,4,2.4,20,5,4.5,2.8,5,1,5.33,6,1,5,0.125
"199",21514807,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,4,3.2,15,4.25,3.2,2.6,4,1,4,6.5,1,3.67,0.125
"200",21475652,"Female","1",22,"Junior","3","No",FALSE,"non-athlete",FALSE,2,2.5,20,3.75,3,2.3,3.29,0,5.83,6,1,3.67,0.125
"201",21481527,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3.5,21,4.75,2.4,2.3,4.29,0,6.17,6.83,7,4,0.125
"202",21442024,"Male","2",20,"Junior","3","Yes",TRUE,"Out of season",TRUE,3,3.8,26,5.75,3.3,1.3,4.57,0,4.17,5.33,1,5,0.125
"203",21456383,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,3.8,21,3.25,2.4,3.9,3,0,2.5,7,5.5,3.33,0.125
"204",21484756,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,2,3.5,28,4.75,2.7,2.2,4,NA,4.83,5.83,3,3.33,0.125
"205",21481794,"Male","2",21,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3,16,5.25,2.7,1.7,2.57,NA,6,6.5,3,4.33,0.125
"206",21449541,"Male","2",18,"First-year","1","No",FALSE,"non-athlete",FALSE,4,3.5,27,4.5,3.8,3.2,3.83,219,4.5,4.17,5,4.33,0
"207",21481351,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,2,3.2,22,5.75,1.9,1.8,4.57,77,6.5,6.5,1,3.33,0
"208",21469072,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3.2,20,4,3.2,2.3,3,50,5.33,6.17,1,2.67,0
"209",21442004,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,1,2.8,20,3.75,2.9,2.7,2.71,48,4.33,5.5,1,3,0
"210",21474461,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,1,2.2,19,3.75,2.4,1.4,4.43,37,4.67,4.83,1,3.33,0
"211",21449540,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,NA,21,6.5,3,2.2,4.57,37,5.17,6.83,5,4.67,0
"212",21468486,"Female","1",NA,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3.1,20,2,3,3,3.71,36,4.67,4.33,4.5,3,0
"213",21463597,"Male","2",19,"First-year","1","No",FALSE,"non-athlete",FALSE,4,0.8,19,6.25,3.3,1.5,3.43,17,4.33,5,1.5,3.33,0
"214",21478782,"Male","2",48,"Post-bac","5","No",FALSE,"non-athlete",FALSE,4,3.9,NA,5.75,3.4,3,5,2,4.83,6.5,1.5,5,0
"215",21468994,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,4,3.7,22,5.25,3.5,3.2,4.29,1,6,6.67,3,3,0
"216",21494143,"Male","2",21,"Junior","3","Yes",TRUE,"non-athlete",FALSE,3,3.7,22,6.25,3.4,1.1,4.57,0,5.5,7,1,5,0
"217",21416524,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,4,2.5,20,5.25,4.3,2.5,5,0,4,4,4,5,0
"218",21421478,"Male","2",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,4,34,6,3.7,1.4,4.14,125,3.83,6.33,1,3,NA
"219",21484040,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,3.6,26,3.75,3.8,3.3,4,101,NA,NA,NA,NA,NA
"220",21418719,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,4,22,6,3.5,3.6,3.14,93,NA,NA,NA,NA,NA
"221",21421480,"Male","2",26,"Senior","4","No",FALSE,"non-athlete",FALSE,5,4,NA,5.25,4.25,3.86,5,62,NA,NA,NA,NA,NA
"222",21473407,"Male","2",21,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3.5,28,4.5,4.2,2.8,4.43,35.5,NA,NA,NA,NA,NA
"223",21468552,"Female","1",19,"First-year","1","No",FALSE,"non-athlete",FALSE,5,1.5,28,5,3.3,2.4,4,35,4.67,6.5,5,3.67,NA
"224",21470491,"Male","2",20,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3.5,27,3,3.2,2.2,3.29,33,NA,NA,NA,NA,NA
"225",21495072,"Female","1",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,2,3.5,30,5,3.4,1.8,3.57,5,5.83,5,2,3.67,NA
"226",21442048,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,2,2.7,20,5,4.6,2.9,4.86,5,4.67,6.33,4.5,3.33,NA
"227",21468187,"Female","1",29,"Post-bac","5","Yes",TRUE,"non-athlete",FALSE,3,3.8,19,4,3,3,3,3,4,4,1,2.33,NA
"228",21468412,"Female","1",22,"Junior","3","No",FALSE,"non-athlete",FALSE,2,3,19,4.5,3.3,2.5,5,2,NA,NA,NA,NA,NA
"229",21421751,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,2,3.2,25,4.5,3.1,1.9,2.57,2,NA,NA,NA,NA,NA
"230",21467054,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3.4,26,4.75,3.9,3.6,5,0,2.83,6.83,2,4,NA
"231",21470540,"Female","1",28,"Post-bac","5","No",FALSE,"non-athlete",FALSE,3,3.5,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",21421721,"Male","2",26,"Senior","4","No",FALSE,"non-athlete",FALSE,5,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",21467660,"Female","1",26,"Post-bac","5","No",FALSE,"non-athlete",FALSE,3,3.9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",21466864,"Female","1",22,"Senior","4","No",FALSE,"In season",TRUE,1,3,23,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",21467142,"Female","1",22,"Senior","4","No",FALSE,"non-athlete",FALSE,3,3.3,18,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",21468959,"Female","1",21,"Senior","4","No",FALSE,"non-athlete",FALSE,4,3.6,28,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",21422580,"Male","2",20,"Sophomore","2","No",FALSE,"Out of season",TRUE,3,3,22,5,3.6,3,2.43,NA,NA,NA,NA,NA,NA
"238",21430837,"Female","1",20,"Sophomore","2","No",FALSE,"In season",TRUE,4,3.4,25,6.5,4.3,2.3,NA,NA,NA,NA,NA,NA,NA
"239",21441438,"Male","2",20,"Sophomore","2","No",FALSE,"non-athlete",FALSE,3,3.7,30,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",21441957,"Male","2",20,"Sophomore","2","No",FALSE,"In season",TRUE,2,2.7,20,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",21469250,"Male","2",20,"Junior","3","No",FALSE,"non-athlete",FALSE,3,3,26,4.75,3.6,1.1,NA,NA,NA,NA,NA,NA,NA
"242",21423682,"Male","2",19,"First-year","1","No",FALSE,"non-athlete",FALSE,3,4,25,7,3.3,1.6,5,NA,NA,NA,NA,NA,NA
"243",21441995,"Female","1",19,"Sophomore","2","No",FALSE,"non-athlete",FALSE,3,2.7,21,5.5,3.2,2,3.86,NA,NA,NA,NA,NA,NA
